case_id,original_shape_Elongation,original_shape_MajorAxisLength,original_firstorder_10Percentile,original_firstorder_Energy,original_glcm_Idn,original_glcm_SumSquares,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_ZoneEntropy,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Strength
Case031,-0.017838513137571576,-0.12784456986444068,0.6080148409350727,-0.05459967289753399,-0.18344848446282097,-0.09344254505805241,1.0947641907740895,-0.07739866885254301,0.08777656639599914,-0.24529136011155578,-0.11280721724995887,-0.02663754901794607,-0.5596892433315844,-0.09355953369170207,-0.10988895424252239
Case032,-0.35801213095076606,0.4110737617391917,-0.7972405081203219,-0.26202356794339393,0.04244056272090347,-0.5303302809793995,-0.3433823989596746,-0.11182143178387918,-0.46753534331577373,0.5037275808586834,-0.7608733629347599,-1.1906551075353038,-0.7085814497143644,-0.23999993979134,-0.9888227691449232
Case033,-1.1655904778384185,0.9207826686954971,-0.5783513219851052,-0.2320494937101843,0.12169714378659674,-0.3866662354117179,-0.47396785212635856,1.056565301923753,-0.41798914204775134,0.03958514715753493,-0.6194060037294827,-0.5204177444915563,-0.49927276079885635,-0.21367047842479742,-0.8141055704403984
Case035,0.9746867241646678,0.9570395991895349,7.637598069386295,10.166710782764593,0.5476058044711057,6.888424365004288,4.82993240649165,-1.54453344329178,8.66762045324298,-0.31690392400570083,3.4260233136923577,3.6397870486926993,-1.2707567161529896,8.132578892568489,3.9486828318312575
Case036,0.06486722179406533,-1.5640715596132635,0.5990873363646031,-0.26335987191446125,-0.05946891626446606,-0.4214648599603303,-0.7166148060764604,0.32164921661728735,-0.28988163792493116,-0.23429651513512387,-0.6491237533309626,-0.7698891056262867,1.8579184008957716,-0.19557800370576656,0.24702263169269792
Case037,0.023603489130252838,-1.355693885715495,-0.38888983610069544,-0.22652961655286658,-2.2246912773152094,0.6549125196469565,-0.5915655474294321,0.20868507132552094,-0.07336390516096085,-0.2575145946235813,0.8642936417058648,0.5218617631736922,0.5515676455559351,-0.003585225307264377,0.5895827645385754
Case039,-0.3648139146192194,1.244323471206643,-0.7750870708528602,-0.3014882213096337,0.47085251691809954,-0.5158544169054157,-1.006206434571465,1.1721762729548901,-0.5073949693215779,-0.0019019956527118146,-1.4844070515312844,-0.8741129507306846,-0.041979813506677906,-0.24230728633206264,-0.8360017003428074
Case040,-1.5270977399764982,-0.8683212675536167,-0.16636351847380568,-0.24565804129456054,-0.773865551798491,0.19421422662625795,-0.37195847907637125,0.1695452700185702,-0.032086407509765005,-0.2064834115694544,0.7255330634938872,-0.10472784479300136,1.2184545223954573,-0.11862649144476886,0.7291214312181072
Case042,-0.27397241141838424,0.19325961798297644,0.9055983266173917,-0.01903938597370828,0.5811972304865534,-0.027599388102764275,0.8409984155527431,-0.771686560805289,0.2910147352920854,-0.28310437136976707,0.020967657381643905,0.3829060555833468,-0.22634476041869092,-0.06992087822755987,0.2442834402250288
Case043,-0.30194621832502494,-0.5968958578631324,5.496319565743298,5.696480525967585,-0.5466364641805291,10.598681799841073,5.741735867674778,-1.0142852550076291,9.222929220646908,-0.30990191621736096,3.338596684872401,4.467041081992975,-0.9871082193309729,11.521996095605628,7.817916460429021
Case044,-0.5777195070504642,0.5620665308699068,0.0941873556569356,-0.10755889744144728,-1.2627500056858971,0.2717679466403649,-0.4727832308171936,-0.5201021761927428,0.09739560273381721,-0.2867411749492588,0.8728894117124153,0.461383805143844,-0.3333567557781841,-0.0024473097970789644,-0.06085496731178544
Case045,2.281928658143262,-0.25615986605025304,0.4790619971394013,0.3349522732771787,0.3077726134894444,0.2926094623387014,2.0993881985514475,-0.41461394750139213,0.29566228653907234,-0.23677962630889682,0.5381409460556409,1.0379677240538296,-0.9808622505299653,-0.019195346547388747,-0.274825497716555
